duration_s,pitch_frames,pitch_voiced_ratio,pitch_raw_voiced_ratio,pitch_f0_hz_mean,pitch_f0_hz_std,pitch_f0_hz_min,pitch_f0_hz_max,pitch_f0_hz_median,pitch_f0_hz_p10,pitch_f0_hz_p90,pitch_voicing_prob_mean,pitch_voicing_prob_min,pitch_voicing_prob_max
3.8113125,120.0,0.7916666666666666,0.8166666666666667,129.0376717485814,80.13346193493582,50.0,233.75544971224912,62.99605249474366,50.0,220.63576443274928,0.1251355367210694,0.01,0.7571601330199091
5.18,162.0,0.5679012345679012,0.5802469135802469,277.54576689924426,72.77788918264285,161.5148333600084,400.0,275.5866527425866,205.8604473286984,392.90181421366026,0.1100376988667687,0.010000000417925,0.9459302094659092
4.0099375,126.0,0.8015873015873016,0.8888888888888888,205.05090767657853,23.85452081404444,156.91681957935012,266.96797083400685,207.05298476827548,174.11011265922482,224.49240966187452,0.1061329067630378,0.01,0.7571601330199091
3.1299375,98.0,0.6938775510204082,0.6938775510204082,222.59761756063705,48.54550867006723,143.893358001082,317.4802103936399,210.0655158775463,171.81290275516236,310.2289523667469,0.1586949540919814,0.01,1.0
7.6899375,241.0,0.7800829875518672,0.7925311203319502,255.26555201231892,53.04442735406732,135.81724438273213,386.3745315699383,247.65527207548809,204.67477839935492,334.4212833154038,0.1572406616918472,0.01,0.9459302094659092
3.5914375,113.0,0.6194690265486725,0.6194690265486725,220.4432216760613,26.88372440845776,186.60659830736148,279.5939868358039,218.10154653305156,188.7748625363387,259.09365444248806,0.130898425833311,0.01,0.8266685594724994
2.62,82.0,0.8292682926829268,1.0,176.8449690428421,25.66978834376617,135.81724438273213,220.63576443274928,174.11011265922482,138.99182198423372,210.6722071909672,0.1571990848723644,0.0100000028711003,0.8911444948731204
3.4829375,109.0,0.8440366972477065,0.944954128440367,106.18993775318668,53.808777261316514,50.0,182.34449771164336,74.0548776143282,50.0,165.29006363084235,0.1047365337577456,0.01,0.6860828109301791
3.4199375,107.0,0.719626168224299,0.7289719626168224,316.1735438428948,86.04159108621369,205.8604473286984,400.0,390.8639873736984,216.8453740602837,400.0,0.1660703919700773,0.01,0.7571601330199093
3.1299375,98.0,0.8061224489795918,0.8367346938775511,257.18928101660174,55.65983740273399,187.68759933422865,400.0,244.81070866093103,195.2068725956236,333.1780389264166,0.1269180563712146,0.01,0.7571601330199091
2.0,63.0,0.6984126984126984,0.6984126984126984,242.93610216287956,83.59182112415147,174.11011265922482,381.93664156416656,194.3063882307212,175.42305801259283,373.21319661472296,0.1381099417680179,0.01,0.8911444948731202
3.2899375,103.0,0.7766990291262136,0.9223300970873788,122.45540286949,20.58728750927685,94.38743126816934,175.11872228117704,125.99210498948732,97.7159968434246,138.1912879967776,0.1761051310169591,0.0100000000006138,0.8911444948731203
4.81,151.0,0.6026490066225165,0.6026490066225165,212.44568073486343,41.609331142769456,124.5449622358823,297.93549262454053,204.67477839935492,164.33806291715806,276.38257599355524,0.1075922118574989,0.01,0.6159498854580682
5.6899375,178.0,0.904494382022472,0.949438202247191,119.54872097750123,8.751492620178968,104.72941228206268,138.99182198423372,118.23577860271482,109.05077326652577,132.71517423385683,0.1669114863494502,0.01,0.8266685594724997
2.725,86.0,0.7674418604651163,0.7674418604651163,211.4550809375149,10.75158928364075,188.7748625363387,227.10088581417543,216.22090533442736,188.7748625363387,220.63576443274928,0.1457703615824059,0.01,0.6860828109301791
3.1099375,98.0,0.3979591836734694,0.3979591836734694,334.87921467603144,77.85896065415254,233.75544971224912,400.0,400.0,233.75544971224912,400.0,0.1476281430136587,0.01,0.8266685594724996
4.8,151.0,0.7748344370860927,0.7748344370860927,218.2120612397096,43.711105127835616,164.33806291715806,332.4951584571151,208.25243050696125,170.7247759579807,290.1245631202204,0.1708749026576735,0.01,0.8911444948731202
4.79,150.0,0.7266666666666667,0.8666666666666667,106.9749006222414,25.63851020460385,50.0,138.1912879967776,114.20823393107716,50.58097201509612,124.5449622358823,0.1164092103949268,0.01,0.9459302094659092
1.62,51.0,0.7843137254901961,0.8823529411764706,140.61567744063524,56.20799411018725,50.0,189.86842419010387,183.40080864093423,50.0,187.68759933422865,0.1048099830101979,0.01,0.6159498854580681
8.785125,275.0,0.6618181818181819,0.8,124.70547185734448,40.3550160395584,62.27248111794115,292.81713918912504,126.7219698287062,81.65866592888723,148.71182864049948,0.1017459785298507,0.01,0.7571601330199093
6.62,207.0,0.7246376811594203,0.7342995169082126,256.95843787926145,28.12501534234278,225.79288096122625,328.6761258343161,250.53288772482563,229.73967099940705,317.6641248085419,0.1362314606108777,0.01,0.7571601330199091
3.2399375,102.0,0.7450980392156863,0.8921568627450981,152.45430771023155,77.20947531045269,50.58097201509612,251.98420997897463,155.56376069302408,50.58097201509612,243.40070273411817,0.1489682575156372,0.01,0.8266685594724995
6.7599375,212.0,0.660377358490566,0.7547169811320755,242.008260423628,45.647784699959416,135.81724438273213,350.237444562354,238.57807622318364,193.1872657849691,310.40866617060715,0.1115886484418233,0.01,0.8266685594724995
3.1099375,98.0,0.6938775510204082,0.6938775510204082,256.1096171345612,30.80988745279048,214.35469250725865,328.6761258343161,254.91212546385245,216.8453740602837,322.28869448449365,0.1124055891012953,0.0100000000039966,0.6159498854580682
10.4799375,328.0,0.8262195121951219,0.948170731707317,163.76407010541382,93.5135555340128,50.0,390.8639873736984,188.7748625363387,50.0,263.9015821545788,0.1176734103235722,0.01,0.8911444948731201
3.8299375,120.0,0.8416666666666667,0.925,170.9354907770039,41.59887650629905,120.30250360821168,277.98364396846745,158.74010519681997,126.7219698287062,240.60500721642333,0.1298814802313145,0.01,0.9848789761259924
3.1299375,98.0,0.8061224489795918,0.8469387755102041,167.29149410295668,61.84958268578185,50.0,236.47155720542963,190.9683207820833,50.58097201509612,218.10154653305156,0.1719105858007172,0.01,0.6860828109301791
9.21175,288.0,0.8923611111111112,0.9375,113.1049092808656,60.85479525983807,50.0,218.10154653305156,74.48387315613512,50.0,186.60659830736148,0.1176490215832372,0.01,0.8266685594724994
3.2899375,103.0,0.7087378640776699,0.8155339805825242,126.01399076226278,64.51963637190957,50.0,218.10154653305156,175.11872228117704,50.0,186.60659830736148,0.1097773093224601,0.01,0.7571601330199093
7.9461875,249.0,0.7710843373493976,0.8755020080321285,242.46934072194983,84.04588807531947,50.0,348.2202253184496,261.6260174203013,63.36098491435311,326.78309064822,0.1234853922754196,0.01,0.9848789761259924
7.8074375,244.0,0.7172131147540983,0.7827868852459017,307.1955955269907,40.3753936962919,205.8604473286984,388.6127764614424,321.1691527453505,243.40070273411817,346.2146244024572,0.267537421920947,0.01,0.9459302094659092
11.41275,357.0,0.865546218487395,0.9243697478991596,243.79109687140445,35.084030771525384,148.1097552286564,388.6127764614424,233.75544971224912,214.35469250725865,289.4538474880756,0.2393634415926181,0.01,1.0
2.97,93.0,0.7741935483870968,0.8064516129032258,202.42411765942884,69.37624147258416,50.58097201509612,294.5134116201051,217.4734602966676,52.09326747816943,269.91444036587944,0.1129006869167316,0.01,0.686082810930179
5.0599375,159.0,0.7044025157232704,0.779874213836478,208.8367645810851,72.80692111785943,52.063107626740326,319.31935454265994,214.35469250725865,83.60532082885095,299.66141537533633,0.1188262406612322,0.01,0.6860828109301791
2.66625,84.0,0.5357142857142857,0.6428571428571429,256.54517259924523,121.65375634346658,50.0,356.35948725613576,323.02966672001685,50.0,344.22057489773204,0.1793969736037518,0.01,0.9459302094659092
7.97,250.0,0.568,0.624,339.7023458428714,54.23427129664052,201.15858821357068,400.0,355.33324744854,256.3888163841458,400.0,0.1714451644872052,0.01,0.8911444948731203
1.46,46.0,0.5652173913043478,0.5652173913043478,292.1561032954775,27.999687348328727,257.8740616879158,340.26686438034227,281.2136583244699,262.38162088748976,339.28696791646087,0.1175116736726638,0.01,0.6860828109301791
2.2599375,71.0,0.8309859154929577,0.9577464788732394,242.5664885620349,58.179766486381176,145.56531828421873,368.92647743437567,229.73967099940705,193.8600283866171,343.0333330989241,0.1112484261591541,0.0100000000000018,0.6159498854580682
10.15,318.0,0.7672955974842768,0.8805031446540881,154.80834135655104,40.23892237928555,102.3373891996775,251.98420997897463,143.893358001082,113.55044290708771,220.63576443274928,0.2037976338564869,0.01,0.9848789761259924
2.075,65.0,0.6,0.7538461538461538,250.7292654209884,85.03697347455966,50.0,296.2195104573129,282.842712474619,52.36470614103133,293.15639367532106,0.1068739720591744,0.01,0.3721358982975089
1.73,55.0,0.6363636363636364,0.6363636363636364,300.91884924324125,62.464520166919485,211.89261887185907,400.0,317.4802103936399,212.3836114533942,361.75319884047934,0.1201701059766996,0.01,0.4849868077159113
9.5018125,297.0,0.7878787878787878,0.9124579124579124,223.02671952995536,54.65520271980585,50.0,296.2195104573129,238.5303236740125,197.249309225388,262.38162088748976,0.2092335845526176,0.01,0.9459302094659092
3.74,117.0,0.7777777777777778,0.8376068376068376,256.413993971075,33.67481178627397,179.21192838239048,312.0260904053494,249.08992447176465,215.59643660857105,296.2195104573129,0.1049927867668038,0.01,0.7571601330199091
3.7585,118.0,0.6864406779661016,0.6864406779661016,321.3466164785585,62.594337465123736,213.12010032569688,400.0,313.83363915870024,213.12010032569688,390.8639873736984,0.1025688877341666,0.01,0.8911444948731202
3.86,121.0,0.8181818181818182,0.8512396694214877,299.9183278846194,50.97297727681202,192.07458901020084,400.0,299.66141537533633,244.52870747556847,373.6455970254698,0.1131908584368656,0.0100000000000069,0.6860828109301791
5.2,163.0,0.6871165644171779,0.8282208588957055,251.8697796369344,47.970588003068606,183.40080864093423,366.80161728186846,243.40070273411817,200.0,321.1691527453505,0.122554272708817,0.01,0.7571601330199091
11.55,361.0,0.8698060941828255,0.9390581717451524,179.00169955328778,22.20640951053213,141.4213562373095,241.9988178438585,176.1331747192297,151.57165665103983,207.05298476827548,0.121994428327159,0.01,0.7571601330199093
8.2823125,259.0,0.7953667953667953,0.8803088803088803,257.4448568895201,112.50610567882636,50.0,400.0,268.51450055605267,63.36098491435311,389.7383819175704,0.1196465230649508,0.01,0.7571601330199093
1.9499375,61.0,0.6229508196721312,0.6229508196721312,170.40456712113826,76.69202792991746,51.76324619206888,233.75544971224912,216.87793237922307,51.973149196338895,232.40911739156792,0.1226682594353129,0.01,0.7571601330199093
4.7780625,150.0,0.76,0.8066666666666666,248.43029476615163,86.58205788322411,50.0,312.0260904053494,279.5939868358039,63.72803136596311,308.44216508158814,0.1657680090733228,0.01,0.7571601330199093
4.136125,130.0,0.8307692307692308,0.8384615384615385,315.06716320340627,30.45340710051732,271.6344887654643,386.3745315699383,308.44216508158814,277.98364396846745,356.35948725613576,0.28938735324124,0.01,0.9459302094659092
6.2883125,197.0,0.6548223350253807,0.6548223350253807,211.9709028403523,19.687413902592336,174.11011265922482,251.98420997897463,213.12010032569688,181.29427068562208,235.10958125672173,0.1654543623315024,0.01,0.9848789761259924
6.05,190.0,0.7684210526315789,0.7736842105263158,197.58368059257324,32.42301621453163,131.9507910772894,254.91212546385245,199.4240423817548,161.98265631562776,244.81070866093103,0.2188118469341521,0.01,0.8911444948731201
4.0599375,127.0,0.7480314960629921,0.8976377952755905,223.44920744269845,72.80028832165125,50.0,328.6761258343161,227.10088581417543,51.46511183217461,296.5666602227664,0.1044896861163796,0.01,0.8266685594724994
7.28,228.0,0.7807017543859649,0.8903508771929824,196.21494814316608,79.08864382708643,101.16194403019225,400.0,161.04970486634184,124.1158059654651,303.6701407068015,0.104803299108649,0.01,0.7571601330199093
3.02975,95.0,0.9157894736842104,0.936842105263158,95.45186365123678,61.94772194987106,50.58097201509612,197.7028040705792,50.58097201509612,50.58097201509612,182.7670220833597,0.1317784941159734,0.01,0.8266685594724996
2.704,85.0,0.7058823529411765,0.7647058823529411,235.99915422814823,44.94389720326821,156.0130452026747,312.0260904053494,236.47550212863297,177.05147091034786,308.44216508158814,0.2504426860644326,0.01,1.0
2.56,81.0,0.8518518518518519,0.9012345679012346,137.51419252776307,95.3099518126674,50.0,297.93549262454053,63.72803136596311,50.0,282.842712474619,0.1658267217770835,0.01,0.8266685594724994
1.8999375,60.0,0.8666666666666667,0.9,223.3606898464496,64.68635613165442,157.8258294677283,400.0,198.8480847635095,185.63930088017185,334.7906956375294,0.1845275054611609,0.01,0.7571601330199091
5.8999375,185.0,0.7891891891891892,0.8486486486486486,183.47631190451156,46.79162471208001,50.0,250.53288772482563,183.93202367906105,166.72911044312974,227.10088581417543,0.1689070267066046,0.01,0.8911444948731203
2.27,71.0,0.5211267605633803,0.676056338028169,253.7497404569424,131.09843446071054,50.87398460513432,354.3070076409443,328.6761258343161,50.87398460513432,352.26634943845943,0.1249901475000653,0.01,0.8266685594724996
3.4499375,108.0,0.7592592592592593,0.7592592592592593,330.18970723763687,61.820697015767685,215.59643660857105,400.0,353.2866785397018,227.10088581417543,400.0,0.1672777929390086,0.01,0.9848789761259924
4.3945,138.0,0.5144927536231884,0.6231884057971014,189.49953345486588,49.94571531432214,63.72803136596311,233.75544971224912,204.67477839935492,63.72803136596311,229.73967099940705,0.1239736423614283,0.01,0.8911444948731202
3.8634375,121.0,0.7768595041322314,0.8925619834710744,270.62853262072645,80.30069578161192,50.28964705339267,366.80161728186846,287.7915169875636,120.85870239800433,335.7773812656612,0.1295025085788632,0.01,0.8911444948731201
6.56,206.0,0.8592233009708737,0.8883495145631068,191.2142918609367,29.715727366667835,130.43520697655643,254.91212546385245,181.29427068562208,158.74010519681997,236.2023179542508,0.1301095479641098,0.01,0.9459302094659092
2.6299375,83.0,0.6626506024096386,0.6626506024096386,206.23316205989263,32.62079756736501,156.91681957935012,308.44216508158814,202.3238880603845,157.8258294677283,258.77037123328745,0.1069755756909491,0.01,0.6159498854580682
8.5005625,266.0,0.8533834586466166,0.9022556390977444,259.1993729962488,32.37767603607605,198.8480847635095,336.3585661014858,251.98420997897463,225.2726924414856,316.3830795187299,0.2590115258331525,0.01,0.9459302094659092
5.2399375,164.0,0.8414634146341463,0.9695121951219512,224.0249517579723,73.11024055370405,161.5148333600084,377.54972507267735,182.8726531762888,168.1792830507429,357.60169659259464,0.3184819947506328,0.010000000417925,0.9459302094659092
4.34,136.0,0.6323529411764706,0.7058823529411765,197.8064808318015,32.13681793706013,50.58097201509612,221.91389441356895,207.6527076376184,168.66640938851629,219.3649959389252,0.1953788352152636,0.01,0.9848789761259924
4.4499375,140.0,0.6785714285714286,0.7857142857142857,265.03603677355846,88.23418270336848,145.56531828421873,400.0,214.35469250725865,172.50909734981104,386.3745315699383,0.1223017177350619,0.0100000000039966,0.8911444948731202
4.54,142.0,0.4788732394366197,0.6408450704225352,274.08661527681767,48.01104584211714,216.8453740602837,352.26634943845943,260.1191624416574,220.63576443274928,346.2146244024572,0.1231322705766055,0.01,0.7571601330199093
14.46,452.0,0.7920353982300885,0.8584070796460177,210.4383577605562,40.81613126700543,149.83070768766817,340.26686438034227,203.49593842053727,175.11872228117704,272.1065575410888,0.1521421684844756,0.01,0.8911444948731202
1.5065,48.0,0.6458333333333334,0.6458333333333334,251.8645464528364,7.73240129077766,233.75544971224912,284.4812036394563,251.98420997897463,246.2288826689832,254.91212546385245,0.1562445046976631,0.0100002063390313,0.7571601330199093
2.6799375,84.0,0.8571428571428571,0.9642857142857144,141.84210683780273,53.49208016784485,50.58097201509612,205.8604473286984,152.4497023255762,63.36098491435311,204.5568944014732,0.1113919345729435,0.01,0.6159498854580682
2.9559375,93.0,0.5591397849462365,0.6021505376344086,361.8877906025619,57.40505184673154,223.1994285260446,400.0,400.0,263.9015821545788,400.0,0.1870335244956865,0.01,0.9848789761259924
6.6499375,208.0,0.7884615384615384,0.8365384615384616,178.94931089775582,52.92933925405185,50.0,319.31935454265994,186.60659830736148,82.21059397136978,228.41646786215435,0.2084491672483027,0.01,0.8911444948731202
2.6999375,85.0,0.788235294117647,0.8588235294117647,183.40607961064904,59.984671865355445,50.0,229.73967099940705,208.25243050696125,50.0,225.53580012279488,0.1657855056680094,0.01,0.8266685594724995
3.5310625,111.0,0.6486486486486487,0.6486486486486487,215.41524923833984,32.95618966374992,148.1097552286564,338.3070714525794,216.8453740602837,169.6491934195832,232.27525958985655,0.108412705821897,0.0100000000000001,0.8266685594724994
1.0299375,33.0,0.7575757575757576,0.7575757575757576,181.92760964682216,10.709954608331769,168.1792830507429,221.91389441356895,183.40080864093423,168.56898412096163,187.68759933422865,0.1242946125557798,0.01,0.4849868077159113
3.4211875,107.0,0.8504672897196262,0.9252336448598132,146.04675277685277,78.78987614748247,50.58097201509612,229.73967099940705,198.8480847635095,50.87398460513432,228.41646786215435,0.1463704116230967,0.01,0.8266685594724995
10.46,327.0,0.599388379204893,0.6452599388379205,190.0917360070529,42.8690077566763,122.40535433046551,276.38257599355524,184.46323871718783,133.0995798254301,252.71407481819352,0.1267954531851541,0.01,0.9459302094659092
7.2899375,228.0,0.8157894736842105,0.9078947368421052,214.90654044795943,19.38616661058768,174.11011265922482,281.2136583244699,210.6722071909672,194.3063882307212,234.43251548448544,0.1284842006781086,0.01,0.7571601330199091
12.75,399.0,0.7794486215538847,0.8546365914786967,215.0853332153139,49.461049588722965,141.4213562373095,390.8639873736984,211.89261887185907,160.5845763726753,249.08992447176465,0.1048193196039849,0.01,0.8911444948731203
7.31,229.0,0.8122270742358079,0.8253275109170306,238.8432579389349,49.41490020729006,165.29006363084235,350.237444562354,237.8414230005442,181.81938419863272,297.93549262454053,0.1273900876793235,0.01,0.8911444948731202
1.6080625,51.0,0.6666666666666666,0.803921568627451,118.3850189648776,86.5195329362759,50.0,241.9988178438585,50.58097201509612,50.0,228.02179324776068,0.139884234011234,0.01,0.8911444948731203
4.33,136.0,0.6544117647058824,0.7352941176470589,214.92434908248853,96.2362633928398,50.0,315.65165893545657,259.3679109302019,50.58097201509612,300.3941845729818,0.1121767484023983,0.01,0.6159498854580682
3.86,121.0,0.5454545454545454,0.6528925619834711,239.3209123720138,76.13248940255522,187.68759933422865,400.0,196.5673988787142,187.68759933422865,348.2202253184496,0.1987732495013795,0.0100000000039966,0.8266685594724995
1.9499375,61.0,0.6721311475409836,0.7868852459016393,116.03912965474474,25.15262357706365,50.58097201509612,135.81724438273213,123.11444133449164,50.87398460513432,131.19081044374488,0.1186249101990787,0.01,0.7571601330199091
8.6025,269.0,0.6728624535315985,0.6877323420074349,298.4502267673053,66.53737193340582,184.46323871718783,400.0,271.6344887654643,220.63576443274928,390.8639873736984,0.1380687682561193,0.01,0.8911444948731203
8.7428125,274.0,0.8321167883211679,0.8576642335766423,261.47851549238726,26.0939440810024,205.8604473286984,315.65165893545657,256.3888163841458,231.07053937445465,298.45326944977927,0.2176505376050933,0.01,0.9459302094659092
13.0,407.0,0.8034398034398035,0.8230958230958231,255.16832939088667,53.71088979236509,189.86842419010387,400.0,247.65527207548809,198.8480847635095,334.4212833154038,0.1316055887580456,0.01,0.8911444948731201
