feature,anova_f_score
bert_emb_0351,27.05875014702478
bert_emb_0364,26.89061103187944
bert_emb_0730,26.683264783333986
bert_emb_0564,26.60618886984266
bert_emb_0471,26.57788216279806
bert_emb_0135,26.511569861445818
bert_emb_0643,26.49486041201108
bert_emb_0109,26.46850710189011
bert_emb_0417,26.34822005419306
bert_emb_0120,26.237274086148265
bert_emb_0201,26.170876991694687
bert_emb_0337,25.81200102221829
bert_emb_0338,25.726651195535812
bert_emb_0425,25.6671670978638
bert_emb_0217,25.45022313449389
bert_emb_0365,25.23534403808847
bert_emb_0200,25.220911013129804
bert_emb_0464,25.10305055834926
bert_emb_0373,25.086614436773225
bert_emb_0018,25.065969953711793
bert_emb_0310,25.054718404167836
bert_emb_0241,24.996801117528463
bert_emb_0312,24.94822918091445
bert_emb_0198,24.856444079929506
bert_emb_0003,24.820185456203433
bert_emb_0459,24.796969889713715
bert_emb_0538,24.772373664124473
bert_emb_0409,24.65281825361314
bert_emb_0621,24.585918451993805
bert_emb_0739,24.442877144563774
bert_emb_0161,24.24971304112544
bert_emb_0004,24.120345235150786
bert_emb_0752,24.09190263319131
bert_emb_0265,24.06207500583285
bert_emb_0746,23.995787927081054
bert_emb_0588,23.898816987061828
bert_emb_0664,23.855627217054074
bert_emb_0124,23.812510197757504
bert_emb_0357,23.76791650714732
bert_emb_0088,23.749012960508807
bert_emb_0766,23.74340319810851
bert_emb_0657,23.740134921495493
bert_emb_0304,23.693523323149794
bert_emb_0125,23.68267043978215
bert_emb_0039,23.58392625423621
bert_emb_0708,23.566885750943683
bert_emb_0261,23.52340478592836
bert_emb_0001,23.493163276538407
bert_emb_0017,23.493044358501272
bert_emb_0638,23.47761157565854
bert_emb_0335,23.232477967451977
bert_emb_0731,23.143337803418497
bert_emb_0406,23.136248542187822
bert_emb_0449,23.10593119662491
bert_emb_0527,23.059917955118483
bert_emb_0728,23.030997148929654
bert_emb_0367,22.846666910139266
bert_emb_0273,22.779504099833495
bert_emb_0382,22.712879585608714
bert_emb_0168,22.661037610008425
bert_emb_0075,22.64253018867924
bert_emb_0403,22.63438151779561
bert_emb_0443,22.525357894398354
bert_emb_0216,22.437160978724435
bert_emb_0663,22.41686823951224
bert_emb_0231,22.37551290606418
bert_emb_0305,22.33950921808355
bert_emb_0430,22.2649981407733
bert_emb_0716,22.25272719272396
bert_emb_0067,22.171504721759042
bert_emb_0277,22.041114047180713
bert_emb_0343,21.98044551687819
bert_emb_0143,21.96653112223239
bert_emb_0755,21.88021568943764
bert_emb_0685,21.77980007776418
bert_emb_0541,21.777689008725723
bert_emb_0349,21.766574283577008
bert_emb_0733,21.745838777062293
bert_emb_0355,21.692598753414536
bert_emb_0674,21.410613122406417
bert_emb_0246,21.34555843658611
bert_emb_0683,21.193869163574053
