feature,anova_f_score
tfidf_04812,6.503295944565824
tfidf_07314,6.4749227536751786
tfidf_07153,6.444827996335436
tfidf_00947,6.440687526348878
tfidf_08508,6.430821379796763
tfidf_08507,6.430821379796763
tfidf_00839,6.427561104222139
tfidf_06810,6.3634321471938335
tfidf_07953,6.360849011710271
tfidf_07178,6.353777777514501
tfidf_03304,6.343786055478882
tfidf_00167,6.339155983029043
tfidf_07402,6.315404388081368
tfidf_09147,6.309318845877449
tfidf_06431,6.272310449739125
tfidf_08039,6.263236674083301
tfidf_02287,6.23036471792804
tfidf_02286,6.23036471792804
tfidf_02617,6.194832652516538
tfidf_01326,6.154510640002914
tfidf_04421,6.150585759763944
tfidf_01820,6.102417068617437
tfidf_07028,6.0860879634664045
tfidf_04094,6.0860879634664045
tfidf_00496,6.062526863041038
tfidf_00220,6.060534791788905
tfidf_02622,6.048601471755179
tfidf_00538,6.041938973618443
tfidf_02549,6.03260089990378
tfidf_06018,5.9061514725965045
tfidf_04359,5.9061514725965045
tfidf_07784,5.903487569038409
tfidf_04788,5.889781003641856
tfidf_08540,5.883467021605806
tfidf_06902,5.855859788041934
tfidf_00726,5.852022430511052
tfidf_06188,5.8449237967171435
tfidf_02975,5.8449237967171435
tfidf_04671,5.8449237967171435
tfidf_04052,5.835805984811436
tfidf_05487,5.835805984811436
tfidf_06135,5.835805984811436
tfidf_00911,5.835805984811436
tfidf_05352,5.810563313286805
tfidf_04908,5.800896728149901
tfidf_05785,5.798685077527081
tfidf_01130,5.796217424107531
tfidf_01613,5.764340351094994
tfidf_02650,5.743016143672167
tfidf_00529,5.7367649727975545
tfidf_00189,5.6999208570063296
tfidf_00015,5.669723433118969
tfidf_04287,5.666805736096796
tfidf_08442,5.651722419917163
tfidf_00570,5.6433435625757316
tfidf_04838,5.641014153152085
tfidf_01262,5.638541654225728
tfidf_00342,5.614839729475723
tfidf_04764,5.5700619990604
tfidf_01730,5.5700619990604
tfidf_08080,5.554446011483809
tfidf_00551,5.5456620785399
tfidf_07625,5.542423696546317
tfidf_02064,5.510356453719282
tfidf_00473,5.5064576830770955
tfidf_06187,5.486751189067358
tfidf_01091,5.474479956776267
tfidf_02584,5.467593938384256
tfidf_05599,5.466331822112317
tfidf_04658,5.447862670195228
tfidf_06423,5.441698652056843
tfidf_03819,5.418752361107228
tfidf_06594,5.389410655506724
tfidf_06714,5.379019671493744
tfidf_07339,5.379019671493744
tfidf_08437,5.379019584782522
tfidf_08099,5.379019547150243
tfidf_01493,5.363229100939251
tfidf_08052,5.341092339944658
tfidf_04581,5.3410923256702
tfidf_02147,5.3410923256702
tfidf_05758,5.3410923256702
tfidf_05783,5.321355036299806
tfidf_04267,5.27912712133849
tfidf_08108,5.274730412312145
tfidf_06140,5.265175698713251
tfidf_08952,5.245322856080661
tfidf_01746,5.245322856080661
tfidf_03269,5.2416477050464785
tfidf_08429,5.216374803666455
tfidf_03501,5.215027076452938
tfidf_04053,5.2137628699920935
tfidf_08632,5.213304559291069
tfidf_04916,5.213304559291069
tfidf_07985,5.213304528915489
tfidf_07982,5.213304528915489
tfidf_05730,5.213304528915489
tfidf_05729,5.213304528915489
tfidf_04594,5.213304528915489
tfidf_04595,5.213304528915489
tfidf_06331,5.213304528915489
tfidf_07176,5.202496965152919
tfidf_06888,5.199931279685854
tfidf_08148,5.189374157868446
tfidf_03960,5.184816378950156
tfidf_06656,5.184816378950156
tfidf_06923,5.184816378950156
tfidf_02826,5.1746310485291005
tfidf_02265,5.168227297816342
tfidf_04113,5.161005593535627
tfidf_05109,5.161005593535627
tfidf_04114,5.161005593535627
tfidf_08997,5.160442142666441
tfidf_01135,5.1582303968515735
tfidf_02308,5.15662271968457
tfidf_04324,5.15662271968457
tfidf_05838,5.1236409502657985
tfidf_04279,5.118156096870251
tfidf_02140,5.10704524189477
tfidf_08908,5.094887594122385
tfidf_08313,5.092535492930665
tfidf_00076,5.082463489543769
